,v1,v2,res
90,4.558089348159227,7.047269439833238,1
91,9.552856179467803,1.0834377719193422,-1
92,3.301525776879953,5.020443964354583,1
93,9.858391577192492,1.8193656964362614,-1
94,1.5833782912044814,4.9727637830910565,1
95,9.382873341828263,0.285794062179906,-1
96,8.923174434661602,7.033396973027104,-1
97,9.569995834879197,6.606301778701153,-1
98,1.7619199050798795,4.099718052555728,1
99,6.471354735171443,7.629795603812689,1
100,8.510200979695885,7.116217640786968,-1
101,2.2324964142981396,9.73146767421777,1
102,8.850842716553887,5.19675136235688,-1
103,4.758230957793058,0.948844389392618,-1
104,5.257461534077445,6.057380732796692,1
105,9.219293325718104,2.8134830982627834,-1
106,9.560543489190424,3.4290492572925535,-1
107,1.7250515032141078,7.1443333796816155,1
108,6.0986964563887245,4.539285377637615,-1
109,0.10328791835149675,9.65356710000539,1
110,7.181167478364773,5.86369964416863,-1
111,7.491066597701568,8.634803748157424,1
112,0.30791070342784943,4.327473885055992,1
113,5.351757063660589,5.487706361125121,1
114,0.7854994933773729,2.567905890003873,1
115,8.163438980002727,4.02664847578933,-1
116,9.85317040570756,5.43729561391033,-1
117,2.493044697058483,6.414347691878673,1
118,0.2476593371942548,3.083734994780667,1
119,1.390476564999713,2.206586377856695,1
120,2.0367209017474677,8.336943578126121,1
121,1.1583234071681225,7.6352543138619735,1
122,4.001183395422284,0.6391673279081533,-1
123,8.00390113530533,7.067454129075955,-1
124,1.5978877680198411,9.277349790485673,1
125,1.2159129082441622,7.304233739051647,1
126,8.018395915773501,0.8409355771223337,-1
127,5.164454178645461,9.841137945009299,1
128,0.5142329246599409,1.4201406683954454,1
129,3.795520537493242,2.498339573623396,-1
130,6.224108323313332,0.71660545509448,-1
131,2.8336090571078576,1.4090585063844374,-1
132,6.1105974393095455,5.196565608699,-1
133,5.909888383927628,1.5614828559906357,-1
134,8.217751604167352,6.505146681401449,-1
135,1.4139916773577443,3.6373447149688367,1
136,7.11723902927171,0.37741274373762956,-1
137,1.002658123397001,7.073209593359394,1
138,5.750011798542966,9.85283416764692,1
139,1.0114231583606281,6.773012405595282,1
140,1.1230202101501197,3.2299353511539652,1
141,0.8159970283831841,3.463798875591504,1
142,4.738747869110588,9.565460703039752,1
143,5.4337736372146574,2.365921827725491,-1
144,4.020001833429757,5.70091156148389,1
145,4.983679105129296,1.1551537112156696,-1
146,5.611111832797457,8.321736937291655,1
147,7.627894232708848,0.2532570085231167,-1
148,4.882786831576792,7.590852617302518,1
149,9.191180476636955,0.13619055651031942,-1
150,9.506132650271246,6.757076270803611,-1
151,1.037044051752406,3.1665608981152893,1
152,3.351838480620831,2.432582932731324,-1
153,6.4941764439390335,8.147919937809549,1
154,2.58897263790978,0.316070833023987,-1
155,1.6708393745027061,5.095214694875061,1
156,3.7437515154920833,9.092451529347521,1
157,0.49965708588197044,3.27277180907089,1
158,9.102110346785556,0.9979659292364385,-1
159,9.060873278505394,8.880654153282897,1
160,6.482913202179378,0.23632765369497655,-1
161,1.8714403903183374,0.42731478283835167,-1
162,1.6184604147965165,6.295398295519593,1
163,0.575522187629397,6.629646982628011,1
164,3.0825754586018594,8.551189059541635,1
165,3.0282584716481695,8.203081471129106,1
166,2.415136823695887,9.661137824875142,1
167,0.23910697442460882,5.004851663750866,1
168,5.589099761364097,7.207403016137603,1
169,9.147787375372223,7.149118249352222,-1
170,9.963747776899753,1.5223137385626972,-1
171,2.006530866863092,7.647590153540759,1
172,4.791281993694085,4.438020306129658,-1
173,4.681748749224607,7.416999123156981,1
174,5.70346651247017,0.9567468364746068,-1
175,5.563499158298141,8.0677290333994,1
176,0.2705803393416495,7.5225319257343575,1
177,9.402858337030704,6.172912603113463,-1
178,7.29327779925522,4.540118381730405,-1
179,8.461999804212304,4.684259434595935,-1
180,4.989242943251304,2.4534769317684244,-1
181,4.7201581106499155,7.946123829546882,1
182,4.514737782702554,3.224684929665571,-1
183,1.2112280186730262,8.763356832383788,1
184,9.498300663241274,1.8974426353446883,-1
185,5.62327515867077,7.535478257460238,1
186,3.593775149551494,2.068821935182333,-1
187,4.706916441327442,9.673330126031155,1
188,9.379618658491086,6.161116985072409,-1
189,1.787630260869597,0.6978822360712311,-1
190,6.031721094609743,1.937930619344791,-1
191,6.207820376168298,3.6726295244538907,-1
192,1.0749135349099914,5.663997556049156,1
193,0.31236723075994455,3.6226189789865995,1
194,1.972432055842891,1.736521344615214,-1
195,2.840857276763349,0.8204473155977532,-1
196,7.703104694454993,0.4164505350528369,-1
197,1.6879244676917216,6.988982071198949,1
198,4.693083662257131,5.3288875457035605,1
199,7.348028924965185,2.813524788473931,-1
200,1.972491002120178,3.2848774701063044,1
201,1.2927417482712966,4.530093688395116,1
202,2.9296984512044255,9.871810308644855,1
203,6.643353140110017,4.020727773415943,-1
204,1.9006520255208303,5.018499939448191,1
205,6.064214283627523,9.581099880036192,1
206,8.006901790497716,0.46799904044399043,-1
207,8.10337164588564,1.3829708973382582,-1
208,5.544927098407337,3.872023035570109,-1
209,1.642597085747689,4.714255591829499,1
210,8.584616282994356,8.559945867776042,1
211,5.8742194613832766,2.5449952029513048,-1
212,8.153195076471732,1.933377110502863,-1
213,4.040660496491065,9.237242532820126,1
214,9.15260322097591,2.225463506920804,-1
215,0.44997478624820064,4.243855817990953,1
216,6.430331427385178,6.682312520112902,1
217,5.947867595409724,3.930031823627683,-1
218,9.455374814173691,2.012124091119991,-1
219,1.4337059268728514,8.767480011792113,1
220,3.2035305083707097,0.06771558363465768,-1
221,1.256317281383026,0.36439997323503004,-1
222,9.055977254004851,7.8432294886347105,-1
223,0.10423035401305625,6.577781316577927,1
224,4.546872723091177,7.627951128145126,1
225,1.4075951970670841,0.38034218428089406,-1
226,5.501279473230392,6.365921248895765,1
227,9.819094996137421,0.7704348776568537,-1
228,5.111217681627579,3.092808564848278,-1
229,8.905746142591752,0.06871890497131217,-1
230,4.902801225775928,1.5828487137444314,-1
231,4.660997063326768,5.51757702761896,1
232,4.82048153414278,6.099447604241152,1
233,4.932409441923836,2.575163441501702,-1
234,1.9276921702452,5.416405688105809,1
235,8.005492124143617,0.6177206548561853,-1
236,8.978569821234396,8.109747047385834,-1
237,5.551817840674324,4.036092977050326,-1
238,7.215151930112254,3.9043249897505685,-1
239,1.944120001870987,3.7501107091699017,1
240,0.38310277913326085,5.216291551902311,1
241,4.2818705805259025,3.8831592638657852,-1
242,5.190371662396094,3.1070931877741503,-1
243,8.778668567077553,2.448775332203522,-1
244,6.635992804067835,1.8591898580659294,-1
245,0.6938826865731429,3.038587239230127,1
246,4.008534786264209,1.0078122033969183,-1
247,5.153512182966269,2.1382004444900216,-1
248,9.496234569428097,1.2868973097876335,-1
249,0.23180098785228864,5.43233499112353,1
250,8.939280745128109,5.483109908458445,-1
251,2.9846896223677466,4.790654008006704,1
252,3.7643321301155708,0.5426910105714533,-1
253,0.029157251743152646,0.16315450317590852,-1
254,8.53964893346587,7.562912307109819,-1
255,5.557688493126052,8.98398349869147,1
256,3.8988717283101604,1.3361066443835667,-1
257,0.9149269702020169,2.3912956252211828,1
258,5.218300635527278,3.019346319689501,-1
259,9.99824029361908,9.461568474470035,1
260,2.261565569610753,0.6318973668090044,-1
261,0.006440313710062151,7.872456714133142,1
262,5.243616534989238,8.961838154774572,1
263,1.693781132992378,4.726900855183395,1
264,8.474404303955032,0.6508548889925347,-1
265,9.239117144473031,0.15086624405284743,-1
266,9.72003505913614,6.318597441379598,-1
267,8.968693598747615,9.808756534625836,1
268,0.5770723985403192,9.825419389785091,1
269,8.658228231664143,3.1733021666357466,-1
270,1.4723349105440642,6.783352456309465,1
271,5.790085965517495,8.662404581946937,1
272,6.11450373164819,6.79549171945313,1
273,4.684856264644528,3.226949957621301,-1
274,8.677633182993032,9.759236098388142,1
275,6.878983746884909,4.391588000064895,-1
276,1.3749207689393195,8.3148023099982,1
277,3.7772420307437207,1.931727377849124,-1
278,8.07073724621036,4.8197647624652395,-1
279,8.441445960324321,2.022714128428559,-1
280,5.264126769595066,8.87295582648235,1
281,1.0798564927188847,3.1617072884364763,1
282,3.095969140805347,9.586059861526904,1
283,3.7657190267676444,5.103535550058961,1
284,3.0089118042612206,6.868051938271159,1
285,9.78492121870991,7.3728584306354765,-1
286,3.321072912836379,7.5364046853378355,1
287,1.460875088138841,8.585328513288784,1
288,6.273700626842967,0.6678963457442755,-1
289,0.9951521280344777,9.29604050534907,1
290,8.143934327837695,3.6524872691101153,-1
291,9.583187737423296,0.4855097345002879,-1
292,7.160660396093304,9.505465200277344,1
293,2.993673457968068,5.859608084399578,1
294,8.728772952107857,1.5281814328173016,-1
295,6.0968572378620856,0.9319147747500012,-1
296,8.157391390733032,4.747102057561111,-1
297,2.0525757049774906,4.757223042604347,1
298,4.9115577031138375,4.216731389910462,-1
299,2.6906167083124677,4.455199776281958,1
300,8.302355516965411,9.993545437392555,1
301,1.9505857579065455,6.183512008995175,1
302,8.778568828047252,5.822046273891999,-1
303,9.559527964477603,2.2177522796907634,-1
304,5.684263122133323,8.074043480681786,1
305,3.9567281994584933,3.0409588930962084,-1
306,1.9074200625080528,1.0201512681591862,-1
307,3.055349200649694,0.5700330696751987,-1
308,2.1298881108252523,1.9588122265193608,-1
309,1.9872410453990452,7.680561297723041,1
310,9.372248218883653,0.33713967715936044,-1
311,1.0921460068699307,1.6801140774314516,1
312,7.870578033722124,7.45453603704632,-1
313,8.727138701657363,1.6347926854637562,-1
314,1.0249034105170318,1.5960049739686655,1
315,0.5100492554243208,3.722585573310168,1
316,3.7275176987142133,1.9985653491845856,-1
317,6.311517810884906,5.598833599509389,-1
318,7.179249295235537,6.183442007379839,-1
319,6.888160112025766,5.0837542950109444,-1
320,1.372953283551589,4.860822269248985,1
321,0.13744923999588599,4.569088443412868,1
322,3.067555251151558,9.748703228650506,1
323,0.49919597508046865,2.190060674841614,1
324,1.7618698270766942,1.7354356841140595,-1
325,2.8573164006713867,6.803089107838627,1
326,1.0890657271014537,4.39371714126654,1
327,7.9957165648016035,8.138605998563614,1
328,7.198172583066858,4.9783579425323214,-1
329,7.38253708614479,5.575965416561215,-1
330,4.834516838111764,1.5090255053605506,-1
331,5.152172630858449,3.081810581651369,-1
332,7.651977527674959,2.9158782039291076,-1
333,3.6945002279969383,7.569684208335133,1
334,1.6278525252149423,4.391414461526374,1
335,5.002334907191576,3.827413111635746,-1
336,3.2736191096405154,2.346584017335215,-1
337,9.979250992163971,5.151831132306536,-1
338,0.37692548342277643,8.515402976063728,1
339,7.1552465868379205,5.164402821043435,-1
340,1.4552073600455562,3.348855813796785,1
341,9.264071619101976,9.931350946625118,1
342,8.185906929745569,8.004267243052327,1
343,4.256660408394196,1.8551532260039283,-1
344,5.299425512950602,6.141782936355064,1
345,5.511534023404611,1.2390878122350923,-1
346,9.066726200584757,6.359235102887249,-1
347,8.637034864060924,9.068544425662859,1
348,7.119885478062327,9.890964460748016,1
349,3.468016233901915,0.3034742795552603,-1
350,1.3607173232966696,2.637450836473022,1
351,4.00206088129604,4.859852904485422,1
352,7.455232464984473,9.24376560923185,1
353,3.6960660449345575,0.3023967365210356,-1
354,0.634296614254295,9.719668129067902,1
355,4.79489225227299,1.5613411269332111,-1
356,1.8570113239132513,5.003551574459973,1
357,5.028139898797235,6.883082910073445,1
358,9.655614551587048,4.22980374277894,-1
359,4.194283966103638,5.370704647579743,1
360,3.809129270983184,1.112819817062447,-1
361,5.1501820208635785,0.9427268971791991,-1
362,1.304421314508487,6.82228495663211,1
363,6.635543116226511,9.326703384613356,1
364,2.06093287006184,2.223513052803008,-1
365,3.2348877615503104,7.4741153185499325,1
366,0.34033954913142095,1.8656448629926148,1
367,4.604753324820777,1.0932254613185077,-1
368,0.7539083984586259,9.427659536607996,1
369,2.6382512097662127,4.371002328059954,1
370,9.777036827159336,5.5625466019880925,-1
371,2.7115395351010085,2.697094651750538,-1
372,3.285957811299365,5.427023296874753,1
373,5.548627255584295,5.053410388779048,-1
374,1.6672870159763997,8.01574451570109,1
375,0.294663545118532,0.16302777164881932,-1
376,8.783461741165134,9.322115498974101,1
377,5.385140450303761,3.3844276092574943,-1
378,4.261989824646908,1.5920682743518288,-1
379,4.7491079176002335,8.011803194108358,1
380,4.73362359558842,4.319488009736424,-1
381,3.758878626919163,5.606102118258596,1
382,7.849269952994142,8.082587940235491,1
383,6.233332360600987,5.55132866483384,-1
384,9.65627521363839,1.283097627984654,-1
385,4.4745608174066405,5.470962262604187,1
386,1.3349583458132919,9.204515474344307,1
387,4.497822028597512,9.980155642467437,1
388,0.8289883748532623,9.791889515275416,1
389,4.0715271681067335,7.391552037529411,1
390,1.674179128724661,2.1804651638083272,1
391,9.1137537831509,4.5301666331144546,-1
392,4.2473815035729725,2.5101734774301065,-1
393,7.860880834026013,5.571233489222619,-1
394,1.154008259087157,9.53304069797971,1
395,0.9309662815808639,1.2469417693040485,-1
396,3.1822978785838307,6.088129995043305,1
397,0.6620867258205687,1.1327600871442212,-1
398,3.0137600377129257,5.227294655008404,1
399,2.3181571324788064,5.720529810473302,1
400,6.975487118387091,1.402583368325605,-1
401,9.112872601312896,3.56874409734393,-1
402,0.786603116757788,8.924333154700086,1
403,1.5157660054746314,1.3172240528756574,-1
404,0.47901660734533724,5.206612239345211,1
405,9.71163476023731,3.824501970633045,-1
406,7.196683918744173,0.5449639876031143,-1
407,4.0333992501264815,2.8960291066975516,-1
408,5.215873211900831,9.467111339598153,1
409,2.086968963632787,7.140226616796231,1
410,5.664599958981014,8.07369877206273,1
411,0.8622086407997398,1.6437056383011084,1
412,5.652548284335314,5.390996962940502,-1
413,2.949771211327852,8.619070530240766,1
414,9.358620030338505,0.6586033873589026,-1
415,1.0998424233086612,7.61515839832832,1
416,9.458648166622329,2.8202618066600738,-1
417,4.922916500709546,0.15971853744211728,-1
418,6.896705004797337,1.4745516914078916,-1
419,7.504051430612265,0.7942026977436012,-1
420,2.9066272148379966,1.1229194899608763,-1
421,5.004249806804529,3.522867326401248,-1
422,5.837088698911906,1.5045215975518622,-1
423,9.328206712793943,2.42381595595719,-1
424,7.236312790677738,9.059042560715907,1
425,3.6149627244083082,8.724621778487952,1
426,9.664009093353336,0.2671787109871504,-1
427,3.8262601114460173,3.186712359754348,-1
428,5.403870669935,7.8888864513473695,1
429,4.028320477276635,5.300685633383045,1
430,6.4603470262201395,6.644379368608483,1
431,7.116713083492429,5.469744191389597,-1
432,6.561958557263719,6.793575846549047,1
433,8.744993607479383,1.9856806818751604,-1
434,5.795499133626989,4.939246298961844,-1
435,4.586940192776573,0.18080996929521143,-1
436,3.832847044749661,7.989697281601693,1
437,4.09398447524799,5.969460592704511,1
438,1.8175693060294174,5.813555580471389,1
439,2.173575409937957,9.342481778541035,1
440,0.6838981266653121,6.3471068319868005,1
441,5.270450430122794,2.2676482482485016,-1
442,5.308813950365526,5.690077346550757,1
443,0.3535122263831658,5.657551355300176,1
444,9.48425201435432,3.601488309688249,-1
445,7.215059789687919,1.6645723182590866,-1
446,8.960282579033,0.4454300851287252,-1
447,4.251015906049479,5.501307434888496,1
448,3.7604667788295276,0.945930337066615,-1
449,2.795282886743693,7.895362395544082,1
450,4.661708996655522,2.2880548212711203,-1
451,4.436241073686668,3.376779389971327,-1
452,3.7606562000802155,5.884701064193456,1
453,5.291427402909154,6.259350454758454,1
454,9.973970568410397,7.492025295721875,-1
455,4.062915775851347,9.30415277843467,1
456,1.7433540796912983,7.262666141470296,1
457,4.148352454869712,7.657274235306981,1
458,0.19255597368669553,4.553008861501132,1
459,8.055412499787257,4.775645540089641,-1
460,6.215656652512182,2.65027022698217,-1
461,2.3992951887091865,0.5191443725996892,-1
462,5.8537223587539415,0.9210556945492387,-1
463,0.34050613263954754,9.229854604271155,1
464,6.931950122736241,7.468917370912214,1
465,5.417359331018098,3.951361247757178,-1
466,6.031757070078032,5.687253052504994,-1
467,3.186974106892926,1.7933638961858611,-1
468,0.17971009795847648,0.42796986508655266,-1
469,7.523888475697519,3.0652818153552985,-1
470,8.91572675687348,3.404367596166782,-1
471,2.274835577213091,8.39837865452069,1
472,2.2771986684399534,4.524808687146146,1
473,5.704063778396296,4.32784528181161,-1
474,7.655745766942208,0.19422560027432256,-1
475,3.5136579852972885,2.1452111033055274,-1
476,0.18553045971035131,2.3518713220414944,1
477,3.478883504553121,9.336902004214174,1
478,0.46166394831695823,1.253008480227693,1
479,4.353122594390549,0.8225316335236132,-1
480,5.715194248508668,4.519693947895228,-1
481,6.689486015126512,1.3273047048379516,-1
482,4.862342514486759,8.371998796729015,1
483,8.532595884968435,3.3800842206398976,-1
484,9.50877797723609,4.397977526036874,-1
485,2.734138775127848,2.9103563059279605,1
486,4.549280383073562,7.5478156728029955,1
487,1.3013502362851859,0.6213731293821989,-1
488,2.498684330450388,2.0586002593734865,-1
489,9.896160829379067,7.861103302671447,-1
490,5.365707110515061,4.696704715122823,-1
491,0.4511729478576276,9.94143423757633,1
492,1.605047178741199,8.008524544316638,1
493,6.579829380739177,8.562586034823354,1
494,9.788108144542255,7.306766566174533,-1
495,2.3621730593887147,6.532783047379715,1
496,2.9278559531116457,7.967328997405585,1
497,2.4943411982677297,9.322791155306904,1
498,0.5152863487714088,9.084397497004776,1
499,1.6547581069462336,1.704904714211496,-1
500,4.805049127104368,7.858634648643181,1
501,0.66421080476877,3.8225962407315195,1
502,3.739222469570278,2.4455379224591933,-1
503,6.261208573039103,2.2250514334936886,-1
504,0.37632460515240274,1.2263935213516375,1
505,7.7380771977259135,1.8426193709750849,-1
506,4.826608252511192,6.034733969157711,1
507,2.903242637136861,6.69061183427826,1
508,2.0822977118394856,0.5261381179180691,-1
509,9.680019929242004,6.343043189489261,-1
510,5.492818993043965,1.4468050028013346,-1
511,0.589145806776229,4.842080084035563,1
512,8.12236645341409,2.783022998432031,-1
513,6.329320078707762,5.366339851834856,-1
514,8.585192634910246,9.241017481314092,1
515,7.507689994586462,3.717582428449769,-1
516,8.037758926921972,1.4562442037951606,-1
517,0.6309844953994803,0.440456753735774,-1
518,0.6559270992584676,1.3058998508080655,1
519,5.873482312146844,3.2290815875821477,-1
520,1.350152001212177,8.847598623235159,1
521,2.662997617696793,8.995929207923574,1
522,9.283087885381011,4.650448362428989,-1
523,7.588926455153978,4.523010741460578,-1
524,9.429416767619315,1.3538557592029687,-1
525,6.483767246465593,0.16270979200329827,-1
526,5.6614800155449805,2.42381186066691,-1
527,1.4169148797315245,4.627028821958692,1
528,8.281759293548559,5.028139921056871,-1
529,7.62898432899272,7.6845999028923835,1
530,8.236430769924109,3.3113690972253806,-1
531,0.4540386703356414,1.3342242723954045,1
532,7.6803213126914915,2.460439438532438,-1
533,1.187399104628738,6.131620047316386,1
534,5.806857154482531,8.531932517964266,1
535,3.775388693719197,7.213514827604537,1
536,8.853692548349072,2.9130275788286166,-1
537,7.495420417392107,8.94621465461672,1
538,5.573180586196743,2.794661642817421,-1
539,5.802441675900262,8.311189445721197,1
540,5.638275155774802,0.7533985620296235,-1
541,3.9920268059316344,2.4134848742582715,-1
542,2.635300817288427,6.3904442203705045,1
543,1.394395058231379,4.676335350095586,1
544,7.9091745952246475,8.804111469631215,1
545,7.4905739006566785,2.865084820127146,-1
546,2.049672925750521,7.361108715103865,1
547,4.88778047987036,4.812037117093311,-1
548,5.215070324559704,0.9741589600617717,-1
549,0.07721143749324977,7.72099535765546,1
550,1.000554073926364,9.517151439312899,1
551,9.466063110157444,9.727634083134006,1
552,7.524256650416209,9.12836678639434,1
553,8.635796515415882,4.882754338141343,-1
554,3.6492804787556032,8.678589073223204,1
555,4.606526353677999,5.076631176961445,1
556,8.640093178056825,8.22519609478505,-1
557,9.312094687526018,3.328440569330783,-1
558,4.135607546122762,8.529106828430805,1
559,5.376720576511787,7.456965917611659,1
560,6.358475315564606,1.1606172390507064,-1
561,7.248734781359372,0.35286319663046073,-1
562,6.096655777765074,0.8994541642604936,-1
563,0.5588043951668875,4.799547569473185,1
564,7.564885667728954,2.4813976347029687,-1
565,7.537791262433795,8.606519776734883,1
566,4.9741087081433,2.4865680416706315,-1
567,9.895443983693722,6.637768391579451,-1
568,4.3645606932852985,1.690998463843002,-1
569,8.47127254985431,5.291355515502142,-1
570,7.06496506791339,1.9089451239344613,-1
571,0.8579778301215601,7.7668792273806355,1
572,0.8710631228611743,2.69238531385795,1
573,4.767161016708499,6.499458675478972,1
574,3.359808189552159,5.010488599128556,1
575,9.355154811675133,6.128778099284322,-1
576,4.460675792630656,4.638155922401483,1
577,3.416156476229263,3.8967156326818553,1
578,1.670419904598066,2.745485596278688,1
579,4.505963391421775,3.82186800656112,-1
580,7.578443072930754,5.061214446727666,-1
581,5.898198012730531,2.0423087193484255,-1
582,7.9741715218072375,1.11061387073908,-1
583,2.9180920104685546,9.42845986620974,1
584,4.063982802959352,9.997407072488734,1
585,5.180566763745754,0.8734368411274085,-1
586,1.5587247959384876,2.4955886518587054,1
587,0.5737476423452337,3.20030098227732,1
588,7.301440444185379,2.0647734278227414,-1
589,3.2612221988398895,8.664454616310426,1
590,5.953202687744906,7.25764257094187,1
591,5.941939575768561,0.8207614034282062,-1
592,7.2534892091335745,6.752824927348646,-1
593,6.534442556619851,1.0544003139899727,-1
594,5.427608630849471,7.342713544043567,1
595,1.6802938125687827,7.343349538583697,1
596,8.14071354209324,0.18269573811197093,-1
597,0.9367484778830371,7.429935193993198,1
598,8.57128231850835,8.999697529145894,1
599,0.7313796768631609,8.68129987272222,1
600,9.885110362705294,5.952205384638056,-1
601,1.5714749579696863,0.5414565440934627,-1
602,8.915465250883818,0.6443947972026576,-1
603,9.750433592930545,8.821207875950204,-1
604,3.511788322461018,7.9024715632777145,1
605,2.7426399579515026,9.533431906737276,1
606,2.840043061546372,7.83451898554851,1
607,9.924410839034078,1.9652008461071702,-1
608,2.1908781000351163,0.34404821640739547,-1
609,0.7054719552926336,6.720327965871061,1
610,9.855324205034512,9.940305133827605,1
611,3.6463187354476148,8.267685888237889,1
612,5.613207646912364,6.011801447754085,1
613,3.6777612487609046,4.895458065491675,1
614,4.573051715440247,8.84235750001839,1
615,1.0721641320688113,9.963950757497292,1
616,3.400325641399516,9.194335943608655,1
617,7.430571114516852,4.030000872031026,-1
618,4.946553358732578,0.6910349672384442,-1
619,2.707780821613447,5.448960235714388,1
620,6.496619099411936,0.4399159036149136,-1
621,3.6935277336093177,5.642946423108485,1
622,3.0254382907763655,8.322482669195542,1
623,9.612496241967918,0.7590099910262038,-1
624,3.0392604270503853,0.09331697395287164,-1
625,0.7550047097953827,8.914272288025714,1
626,3.4706110993649975,0.3357407973360127,-1
627,5.421300411004899,8.53546622888003,1
628,1.498585655627166,5.966681993492281,1
629,6.187065337131062,3.0265105077382937,-1
630,2.7784897950127507,3.8767217004535715,1
631,5.717549047837778,1.9225388689854195,-1
632,8.978248013655623,8.894043536525293,1
633,9.402933893900155,8.142371991634358,-1
634,2.12991875936712,6.328351482232062,1
635,8.672337047454842,5.786913209731476,-1
636,2.3785274535157175,8.287618365002755,1
637,2.842318735842796,1.7904004504594795,-1
638,6.201924206010416,4.839749286544254,-1
639,3.1792172778544714,1.293376946952911,-1
640,8.932015899992672,7.218417402291076,-1
641,1.7435899438510405,7.93130131462445,1
642,9.044155574751965,9.724473060673823,1
643,5.134946852773662,4.790361528091642,-1
644,7.793659039085137,3.725026252253263,-1
645,1.6207994305423667,1.8582394234576882,-1
646,0.34841536856934363,7.949224710251153,1
647,6.100569131158541,7.0806321978928475,1
648,7.691374498780085,4.775694034333124,-1
649,0.4835665453676907,4.6066281283737975,1
650,8.09372289816093,6.096509280868601,-1
651,5.767324638445314,9.866692929179536,1
652,8.384432357538904,1.6750738764073714,-1
653,3.295443497026036,6.379564796308488,1
654,2.780665401043474,2.220191592445869,-1
655,2.6336925722995663,0.9837583301621577,-1
656,6.218073389723742,0.6393235176123124,-1
657,9.933463099793418,7.232189412321896,-1
658,1.6073789740131883,8.426975323580931,1
659,8.339693770017417,9.78804807337698,1
660,3.865045994459162,3.9689870554459383,1
